name,age,income,city,has_car
Bob,38,3433.0,Valencia,yes
Frank,37,2649.0,Madrid,no
Hank,27,1305.0,Madrid,no
Charlie,62,2408.0,Zaragoza,yes
Charlie,36,2656.0,Barcelona,yes
Eve,34,1584.0,Bilbao,yes
Ivy,68,2212.0,Valencia,no
Charlie,45,1373.0,Valencia,no
Grace,51,2986.0,Seville,yes
Eve,32,2633.0,Barcelona,no
Bob,33,1183.0,Valencia,unknown
Hank,56,2781.0,Zaragoza,no
Ivy,42,2455.0,Barcelona,no
Frank,27,2913.0,Zaragoza,no
Bob,61,2187.0,-,no
Bob,40,1859.0,Madrid,unknown
Eve,53,1883.0,Valencia,yes
Frank,37,2069.0,Madrid,yes
Frank,48,2515.0,Seville,yes
Charlie,58,2618.0,-,no
Frank,64,2347.0,Bilbao,yes
Charlie,30,2161.0,Zaragoza,unknown
Grace,53,2219.0,Barcelona,yes
Hank,65,4506.0,Seville,no
Grace,52,1883.0,Barcelona,yes
Alice,27,2054.0,Bilbao,no
Jack,29,-,Barcelona,yes
Alice,30,2837.0,Madrid,no
Jack,25,1396.0,Madrid,no
Alice,57,3174.0,Barcelona,yes
Frank,68,1772.0,Barcelona,no
Bob,45,3227.0,Madrid,unknown
Alice,49,2331.0,Bilbao,no
Grace,58,2148.0,Bilbao,no
Hank,40,3787.0,Barcelona,no
Bob,43,2953.0,Bilbao,unknown
Jack,49,3278.0,Valencia,no
Diana,35,2848.0,Bilbao,unknown
Diana,23,2144.0,Barcelona,no
Charlie,48,2989.0,Seville,yes
Eve,unknown,3467.0,Valencia,yes
Bob,23,2608.0,Barcelona,no
Eve,30,3941.0,Seville,no
Charlie,33,3180.0,Bilbao,no
Alice,60,2670.0,Bilbao,unknown
Diana,45,2701.0,Barcelona,no
Grace,46,2610.0,Valencia,yes
Hank,52,-,Bilbao,no
Diana,33,2428.0,Madrid,yes
Diana,55,2677.0,Madrid,no
Hank,21,2167.0,Valencia,unknown
Grace,25,2770.0,Barcelona,yes
Ivy,60,2517.0,Valencia,no
Jack,52,3119.0,Madrid,no
Ivy,28,3030.0,Seville,yes
Jack,41,2634.0,Seville,no
Eve,22,-,Bilbao,no
Diana,53,3933.0,Seville,no
Diana,57,2386.0,Valencia,yes
Charlie,33,2435.0,Zaragoza,yes
Hank,37,2226.0,Bilbao,no
Hank,31,2109.0,Valencia,yes
Ivy,39,-,Barcelona,yes
Bob,33,3609.0,Seville,unknown
Eve,32,2856.0,Seville,no
Charlie,41,2414.0,Seville,no
Ivy,62,2995.0,Bilbao,unknown
Charlie,58,2559.0,Zaragoza,yes
Bob,34,2348.0,Zaragoza,yes
Frank,67,2770.0,Seville,no
Ivy,30,2147.0,-,yes
Jack,65,2702.0,Zaragoza,yes
Alice,35,2663.0,Madrid,no
Diana,unknown,2982.0,Seville,yes
Bob,30,2005.0,Madrid,no
Diana,58,3068.0,Barcelona,no
Frank,35,1775.0,Barcelona,no
Charlie,63,2042.0,Valencia,yes
Alice,24,2077.0,Madrid,yes
Frank,45,1642.0,Barcelona,no
Alice,27,3313.0,Madrid,unknown
Charlie,64,1725.0,Seville,no
Alice,40,1941.0,Bilbao,yes
Alice,53,3504.0,-,no
Eve,63,-500,Valencia,yes
Ivy,46,2349.0,Barcelona,yes
Hank,22,1690.0,Bilbao,yes
Alice,31,3166.0,Madrid,yes
Alice,30,3177.0,-,yes
Diana,65,3091.0,Seville,yes
Grace,65,2930.0,Valencia,no
Hank,43,2559.0,Madrid,no
Ivy,64,2080.0,Madrid,yes
Diana,unknown,1848.0,Seville,yes
Bob,53,3532.0,Valencia,no
Alice,unknown,3112.0,Bilbao,yes
Bob,32,1945.0,Seville,yes
Alice,32,2532.0,Valencia,no
Ivy,40,2260.0,Barcelona,no
Charlie,36,1597.0,Valencia,no
Ivy,30,2642.0,Madrid,yes
Frank,36,2168.0,Seville,yes
Frank,26,1738.0,Seville,yes
Eve,68,1317.0,Bilbao,no
Ivy,38,1249.0,Valencia,yes
Alice,25,2203.0,Barcelona,yes
Alice,48,2432.0,Bilbao,yes
Eve,unknown,1800.0,Seville,unknown
Diana,37,3021.0,Seville,yes
Frank,62,2448.0,Valencia,yes
Hank,50,2962.0,Bilbao,unknown
Frank,56,2354.0,Barcelona,no
Charlie,34,1870.0,Valencia,no
Diana,unknown,2591.0,Bilbao,no
Hank,37,1490.0,Madrid,yes
Charlie,66,2932.0,Bilbao,no
Frank,59,1750.0,Barcelona,yes
Frank,59,3235.0,Madrid,unknown
Hank,63,2229.0,Madrid,yes
Hank,38,3350.0,Bilbao,no
Eve,36,1602.0,Bilbao,no
Diana,66,-,Barcelona,yes
Diana,unknown,-,Madrid,yes
Eve,34,3436.0,Barcelona,no
Charlie,33,3833.0,Barcelona,yes
Grace,63,2533.0,Bilbao,unknown
Charlie,22,-,Barcelona,yes
Grace,23,2268.0,Barcelona,no
Hank,56,3379.0,Madrid,no
Jack,20,1746.0,Seville,no
Bob,28,2836.0,Seville,no
Hank,69,627.0,Seville,no
Alice,41,1603.0,Seville,no
Diana,56,2873.0,-,no
Bob,44,1450.0,Valencia,no
Bob,24,2842.0,Bilbao,yes
Bob,29,3225.0,Seville,yes
Alice,58,-,Madrid,yes
Ivy,24,1725.0,Bilbao,no
Alice,49,2121.0,Seville,unknown
Diana,37,1727.0,Seville,yes
Grace,38,2419.0,Barcelona,no
Jack,67,2582.0,Valencia,yes
Ivy,50,2255.0,Bilbao,no
Bob,50,3839.0,Barcelona,no
Jack,37,1924.0,Madrid,no
Grace,unknown,3613.0,Barcelona,no
Bob,54,1667.0,Valencia,no
Eve,21,2558.0,Bilbao,yes
Jack,31,3446.0,Seville,no
Diana,50,3405.0,Zaragoza,yes
Bob,51,2164.0,Valencia,unknown
Ivy,24,2944.0,Valencia,no
Jack,59,2837.0,Barcelona,yes
Jack,47,2068.0,Barcelona,yes
Jack,31,2993.0,Bilbao,no
Ivy,57,0,Madrid,unknown
Eve,69,2877.0,Barcelona,yes
Bob,41,2953.0,Bilbao,no
Grace,34,3038.0,Seville,yes
Charlie,34,1331.0,Madrid,no
Eve,49,2868.0,Seville,no
Grace,22,1687.0,Valencia,yes
Jack,44,2028.0,Bilbao,no
Charlie,21,4230.0,Seville,yes
Charlie,21,2297.0,Madrid,no
Hank,41,1908.0,Barcelona,yes
Alice,57,3422.0,Barcelona,no
Frank,64,1742.0,Seville,yes
Hank,24,2142.0,Valencia,no
Frank,32,3499.0,Bilbao,yes
Diana,41,2534.0,Valencia,no
Ivy,48,1251.0,Barcelona,yes
Diana,69,2935.0,Madrid,yes
Hank,54,2183.0,Barcelona,no
Eve,46,3732.0,Valencia,no
Alice,23,2015.0,Seville,no
Frank,24,-,Zaragoza,no
Alice,27,3921.0,Barcelona,yes
Jack,53,1819.0,Seville,no
Grace,36,2345.0,Madrid,yes
Diana,32,2811.0,Seville,unknown
Eve,53,1814.0,Madrid,no
Grace,60,-,Seville,yes
Charlie,41,2320.0,Madrid,yes
Charlie,64,2304.0,Barcelona,no
Eve,56,-,Seville,no
Charlie,55,2557.0,Valencia,yes
Hank,unknown,2631.0,Valencia,yes
Bob,29,2021.0,Barcelona,yes
Ivy,57,2056.0,-,no
Diana,67,2405.0,Barcelona,no
Frank,69,2464.0,Seville,yes
Bob,48,2149.0,Bilbao,no
Diana,57,-,Seville,no
Hank,64,1048.0,Barcelona,unknown
Charlie,62,1916.0,Seville,yes
Bob,64,2276.0,Madrid,yes
Frank,61,1815.0,Seville,yes
Bob,39,-,Valencia,no
Diana,56,2515.0,Bilbao,yes
Eve,40,2641.0,Bilbao,yes
Frank,unknown,2113.0,Barcelona,no
Grace,60,2487.0,Madrid,no
Grace,66,1528.0,Valencia,yes
Ivy,49,-,Valencia,yes
Alice,43,1750.0,Valencia,yes
Diana,28,2278.0,Seville,yes
Alice,51,452.0,Valencia,yes
Alice,unknown,1598.0,Zaragoza,yes
Charlie,45,3671.0,Valencia,yes
Frank,53,3164.0,Madrid,no
Ivy,62,3555.0,Barcelona,no
Hank,27,3610.0,Seville,yes
Grace,41,3038.0,Barcelona,no
Hank,56,2138.0,Barcelona,yes
Bob,60,1670.0,Barcelona,no
Ivy,58,3417.0,Bilbao,no
Ivy,59,2552.0,Zaragoza,no
Alice,62,4495.0,Barcelona,no
Eve,68,2208.0,Barcelona,yes
Ivy,50,4078.0,Valencia,yes
Eve,32,-,Barcelona,no
Ivy,48,3569.0,-,yes
Jack,55,3857.0,Valencia,no
Eve,25,1682.0,Seville,no
Alice,57,2112.0,Zaragoza,yes
Diana,47,1674.0,Seville,no
Charlie,66,0,Barcelona,no
Eve,30,3034.0,Seville,no
Frank,65,2343.0,Valencia,no
Eve,42,2542.0,Valencia,no
Bob,48,2945.0,-,yes
Diana,unknown,1014.0,Barcelona,no
Grace,48,-500,Valencia,yes
Alice,65,2221.0,Madrid,yes
Charlie,28,2926.0,Madrid,unknown
Ivy,56,0,Seville,yes
Alice,68,3597.0,Bilbao,yes
Eve,unknown,2416.0,Seville,yes
Charlie,32,801.0,Barcelona,unknown
Bob,43,2546.0,Madrid,no
Eve,56,2661.0,Valencia,yes
Frank,67,1673.0,Valencia,no
Bob,59,2618.0,Bilbao,yes
Alice,59,2211.0,Seville,no
Bob,42,1426.0,Bilbao,no
Grace,unknown,3037.0,Bilbao,yes
Ivy,30,2049.0,Valencia,no
Bob,43,2175.0,Seville,unknown
Diana,29,2130.0,Bilbao,yes
Diana,unknown,3488.0,-,yes
Diana,62,2467.0,Valencia,unknown
Charlie,60,2563.0,Seville,yes
Alice,45,2147.0,Valencia,no
Frank,20,2870.0,Bilbao,no
Diana,24,3579.0,Zaragoza,yes
Diana,25,3018.0,Zaragoza,yes
Charlie,55,3049.0,Madrid,yes
Jack,30,2985.0,Barcelona,yes
Grace,32,-,Bilbao,no
Eve,63,1799.0,Seville,no
Charlie,63,2336.0,Zaragoza,yes
Ivy,58,1919.0,Barcelona,no
Ivy,35,-,Bilbao,yes
Alice,48,1002.0,Seville,yes
Jack,30,1423.0,Barcelona,no
Grace,62,2295.0,Madrid,yes
Alice,24,2444.0,Seville,no
Hank,57,1866.0,Madrid,yes
Bob,45,2563.0,Bilbao,no
Alice,57,2153.0,Seville,unknown
Bob,42,-,Valencia,yes
Eve,unknown,-,Barcelona,unknown
Grace,57,3057.0,-,yes
Eve,51,2663.0,Bilbao,yes
Bob,unknown,1378.0,Bilbao,yes
Bob,38,2427.0,Bilbao,no
Ivy,unknown,1512.0,Seville,no
Jack,44,2414.0,Zaragoza,unknown
Hank,unknown,1904.0,Seville,no
Bob,34,2806.0,Valencia,yes
Ivy,33,1426.0,Barcelona,no
Grace,20,2512.0,Barcelona,unknown
Frank,66,2958.0,Bilbao,no
Bob,31,3226.0,Barcelona,no
Jack,28,1889.0,Bilbao,no
Eve,27,2514.0,-,yes
Alice,69,2647.0,Valencia,unknown
Charlie,43,3738.0,Madrid,unknown
Eve,36,1315.0,Seville,no
Alice,40,1771.0,Madrid,yes
Diana,24,4744.0,Bilbao,yes
Eve,35,2282.0,Valencia,unknown
Jack,32,987.0,Valencia,no
Alice,60,2034.0,Seville,no
Frank,22,285.0,Valencia,unknown
Jack,41,2693.0,Barcelona,no
Ivy,59,3148.0,Barcelona,no
Jack,61,1771.0,Valencia,yes
Bob,45,2123.0,Bilbao,yes
Ivy,31,3239.0,Madrid,no
Jack,36,1100.0,Barcelona,yes
Diana,31,1443.0,Barcelona,yes
Eve,53,2318.0,Valencia,no
Frank,34,1898.0,Madrid,yes
Eve,51,2265.0,Bilbao,no
Charlie,52,1489.0,Madrid,yes
Jack,66,2671.0,Seville,no
Jack,38,2381.0,Barcelona,yes
Diana,68,2939.0,Valencia,no
Ivy,40,2660.0,Barcelona,no
Diana,54,2665.0,Bilbao,yes
Hank,53,1343.0,Zaragoza,yes
Frank,60,2894.0,Barcelona,yes
Eve,43,2235.0,-,yes
Bob,59,2367.0,Barcelona,yes
Grace,37,3339.0,Seville,yes
Diana,44,1924.0,Seville,no
Charlie,44,3581.0,Barcelona,yes
Bob,55,3656.0,Valencia,yes
Jack,50,0,Madrid,yes
Bob,23,1716.0,Seville,no
Hank,60,751.0,Valencia,no
Ivy,57,3363.0,Bilbao,no
Alice,25,2589.0,Barcelona,no
Frank,68,1904.0,Zaragoza,no
Frank,53,3439.0,Madrid,yes
Diana,24,1811.0,Seville,yes
Grace,44,2161.0,Barcelona,no
Eve,61,2920.0,Barcelona,yes
Eve,33,1609.0,Madrid,no
Eve,66,2412.0,Seville,no
Ivy,40,3371.0,Barcelona,no
Grace,31,2669.0,Seville,no
Diana,37,-,-,unknown
Jack,46,3407.0,Barcelona,yes
Ivy,54,2506.0,Madrid,yes
Jack,66,631.0,Madrid,no
Hank,29,1615.0,Madrid,no
Diana,68,3111.0,Valencia,yes
Hank,46,1260.0,Bilbao,yes
Diana,26,2239.0,Barcelona,yes
Charlie,66,2771.0,Madrid,no
Eve,37,3676.0,Seville,yes
Jack,51,2040.0,Barcelona,yes
Frank,54,1985.0,Seville,yes
Diana,20,2458.0,Zaragoza,unknown
Eve,unknown,2781.0,Barcelona,no
Charlie,54,2377.0,Valencia,no
Grace,36,3339.0,Bilbao,unknown
Diana,20,1861.0,Seville,yes
Frank,21,2596.0,Bilbao,no
Diana,61,2856.0,Bilbao,no
Diana,27,2180.0,Valencia,no
Jack,25,3172.0,Valencia,no
Diana,48,2619.0,Seville,unknown
Alice,25,3131.0,Seville,yes
Diana,52,2655.0,Seville,yes
Frank,47,2801.0,Valencia,no
Alice,52,1994.0,Bilbao,yes
Diana,44,1995.0,Barcelona,no
Bob,58,3480.0,Madrid,yes
Frank,52,3008.0,Barcelona,no
Hank,40,1682.0,Barcelona,no
Jack,20,2645.0,Seville,unknown
Diana,33,601.0,Barcelona,no
Ivy,26,2041.0,Seville,unknown
Charlie,20,3269.0,Valencia,no
Hank,33,2400.0,Madrid,no
Frank,30,2594.0,Barcelona,no
Hank,23,87.0,Valencia,no
Hank,35,2186.0,Bilbao,no
Frank,45,-,Valencia,yes
Charlie,28,2872.0,Barcelona,yes
Frank,33,3270.0,Barcelona,no
Ivy,21,2332.0,Madrid,yes
Jack,22,-,Madrid,no
Jack,27,1434.0,-,yes
Bob,42,2336.0,Madrid,yes
Frank,53,1491.0,Madrid,no
Bob,59,1022.0,Bilbao,yes
Grace,51,1632.0,Seville,unknown
Jack,50,3707.0,Valencia,unknown
Alice,66,-,Seville,no
Grace,32,2676.0,Zaragoza,yes
Jack,59,2089.0,Madrid,yes
Ivy,66,1068.0,Barcelona,no
Diana,48,3249.0,Bilbao,yes
Bob,62,762.0,Bilbao,unknown
Jack,26,2056.0,-,unknown
Jack,63,2456.0,Barcelona,yes
Frank,unknown,2684.0,Zaragoza,no
Jack,unknown,1919.0,Barcelona,no
Alice,23,1030.0,Seville,no
Grace,55,1859.0,Bilbao,yes
Alice,41,1901.0,Madrid,no
Jack,35,1882.0,Barcelona,yes
Grace,39,3276.0,Seville,no
Jack,69,-500,Bilbao,no
Frank,41,2741.0,Madrid,no
Alice,23,2627.0,Bilbao,unknown
Alice,33,3268.0,Barcelona,no
Diana,27,2393.0,Valencia,no
Hank,54,3133.0,Barcelona,yes
Bob,60,2362.0,Zaragoza,no
Ivy,62,2848.0,Madrid,yes
Charlie,51,1298.0,Seville,unknown
Eve,58,389.0,Madrid,yes
Charlie,40,2802.0,Zaragoza,yes
Eve,51,2845.0,Bilbao,no
Eve,25,2880.0,Barcelona,yes
Alice,46,2080.0,Barcelona,no
Frank,47,3692.0,Valencia,yes
Hank,21,2132.0,Valencia,yes
Jack,47,2837.0,Bilbao,no
Diana,56,2976.0,Seville,no
Ivy,38,3875.0,Valencia,unknown
Ivy,47,2246.0,Seville,yes
Jack,34,1977.0,Valencia,yes
Diana,33,1301.0,Madrid,yes
Ivy,26,3742.0,Madrid,yes
Frank,36,2837.0,Barcelona,no
Alice,60,-,Seville,yes
Charlie,66,4993.0,Madrid,no
Grace,51,0,Seville,unknown
Bob,51,-,Barcelona,yes
Eve,50,2343.0,Seville,no
Hank,unknown,1720.0,Madrid,yes
Bob,41,2183.0,Valencia,no
Eve,51,2178.0,Madrid,yes
Charlie,59,2030.0,Barcelona,no
Frank,40,1385.0,Madrid,yes
Charlie,48,3774.0,Valencia,yes
Jack,43,2739.0,Bilbao,yes
Alice,34,2320.0,Madrid,yes
Jack,unknown,3106.0,Bilbao,no
Hank,23,2877.0,Seville,yes
Ivy,unknown,2721.0,Valencia,unknown
Ivy,55,3048.0,Seville,no
Bob,54,2607.0,Barcelona,yes
Jack,69,3036.0,Seville,yes
Frank,21,3102.0,Bilbao,yes
Jack,58,2630.0,Bilbao,no
Ivy,59,2324.0,Barcelona,yes
Frank,41,3724.0,Seville,no
Diana,34,2118.0,Madrid,yes
Bob,37,2813.0,Valencia,yes
Bob,54,2831.0,Madrid,yes
Diana,63,2012.0,Barcelona,no
Ivy,unknown,1854.0,Seville,no
Frank,45,2217.0,Bilbao,unknown
Eve,52,2106.0,Madrid,yes
Charlie,23,1333.0,Seville,yes
Frank,50,1979.0,Seville,no
Grace,22,2713.0,Zaragoza,no
Jack,67,3513.0,Seville,no
Hank,64,2944.0,Madrid,yes
Grace,45,420.0,Madrid,no
Jack,38,3013.0,Seville,yes
Eve,56,2053.0,Barcelona,unknown
Jack,51,2862.0,Zaragoza,yes
Diana,55,2489.0,Zaragoza,no
Bob,45,2346.0,Zaragoza,yes
Eve,31,2418.0,Barcelona,no
Bob,23,2482.0,Seville,no
Bob,34,3576.0,Seville,no
Ivy,46,2484.0,Madrid,no
Hank,41,3368.0,Barcelona,yes
Charlie,45,3252.0,Barcelona,no
Ivy,33,-,Valencia,no
Alice,66,1071.0,-,no
Charlie,38,-,Bilbao,yes
Hank,62,2134.0,Barcelona,yes
Diana,39,3073.0,Valencia,yes
Hank,42,1722.0,Barcelona,no
Ivy,50,1552.0,Barcelona,yes
Alice,33,4081.0,Madrid,yes
Alice,30,-500,Seville,no
Jack,38,3417.0,Seville,no
Frank,60,-,Bilbao,no
Frank,27,2164.0,Bilbao,yes
Eve,41,2464.0,Madrid,yes
Eve,53,-,Bilbao,no
Grace,unknown,2489.0,Madrid,yes
Frank,41,1634.0,Valencia,no
Bob,24,2184.0,Valencia,yes
Grace,20,3240.0,Madrid,no
Grace,43,2703.0,Madrid,yes
Bob,60,1314.0,Barcelona,no
Diana,21,3181.0,Madrid,no
Hank,64,2494.0,Zaragoza,yes
Grace,53,2066.0,Barcelona,no
Bob,unknown,3097.0,Valencia,no
Alice,37,2366.0,-,no
Frank,31,1567.0,Seville,yes
Eve,67,3978.0,Valencia,yes
Jack,47,2486.0,Zaragoza,no
Frank,36,2435.0,Barcelona,no
Jack,33,2176.0,Madrid,no
Charlie,48,3444.0,Valencia,yes
Eve,20,2080.0,Valencia,unknown
Bob,32,1264.0,Bilbao,yes
Frank,28,1957.0,Madrid,yes
Bob,51,3561.0,Seville,no
Eve,53,3166.0,Seville,no
Diana,43,2296.0,-,no
Bob,27,3599.0,Madrid,yes
Alice,38,-,Barcelona,yes
Frank,62,2287.0,Zaragoza,no
Jack,30,0,Seville,yes
Bob,28,2763.0,Madrid,no
Eve,25,1834.0,Madrid,no
Charlie,60,-,Bilbao,yes
Ivy,25,2747.0,Seville,no
Eve,49,1150.0,Seville,no
Jack,69,2349.0,Bilbao,no
Charlie,52,2258.0,Barcelona,yes
Alice,unknown,3322.0,Madrid,no
Frank,30,1024.0,Seville,unknown
Grace,20,2195.0,Bilbao,no
Jack,27,2115.0,Barcelona,yes
Ivy,67,3268.0,Seville,yes
Ivy,27,2465.0,Madrid,no
Grace,20,3937.0,Madrid,no
Diana,60,-,Zaragoza,unknown
Eve,40,2172.0,Madrid,unknown
Bob,37,2692.0,Madrid,yes
Eve,55,2217.0,Bilbao,no
Diana,46,3188.0,Valencia,yes
Alice,65,1434.0,Valencia,yes
Charlie,43,1841.0,Bilbao,yes
Frank,55,2865.0,Madrid,unknown
Diana,63,3481.0,Seville,yes
Jack,43,738.0,Barcelona,no
Eve,34,3600.0,Madrid,yes
Jack,68,2388.0,Seville,yes
Grace,31,993.0,Barcelona,no
Alice,21,99.0,Bilbao,yes
Charlie,48,1276.0,Zaragoza,yes
Hank,69,2484.0,Bilbao,no
Frank,24,2447.0,Barcelona,no
Diana,62,3007.0,Barcelona,no
Frank,61,2060.0,Bilbao,no
Jack,66,1614.0,Valencia,yes
Diana,41,2170.0,Seville,yes
Alice,32,2527.0,Bilbao,yes
Diana,45,2685.0,Barcelona,unknown
Jack,27,1869.0,Madrid,yes
Hank,62,3221.0,Seville,yes
Ivy,53,2003.0,Seville,unknown
Jack,44,1804.0,Barcelona,unknown
Bob,45,2066.0,Seville,yes
Charlie,55,3360.0,Bilbao,no
Alice,46,2394.0,Barcelona,yes
Alice,61,1944.0,Barcelona,no
Ivy,66,3241.0,Bilbao,no
Jack,67,4214.0,Bilbao,unknown
Bob,51,2668.0,-,yes
Hank,57,3487.0,Madrid,no
Frank,35,0,Bilbao,yes
Alice,21,2015.0,Bilbao,no
Jack,40,2521.0,Seville,no
Ivy,63,1474.0,Barcelona,no
Frank,26,2336.0,Madrid,unknown
Hank,47,1999.0,Valencia,no
Diana,29,2178.0,Barcelona,no
Hank,41,1900.0,Barcelona,yes
Eve,27,2270.0,Zaragoza,unknown
Jack,56,0,Madrid,no
Alice,60,2404.0,Zaragoza,yes
Bob,57,1009.0,Valencia,no
Jack,55,-,Bilbao,yes
Charlie,31,1284.0,Barcelona,no
Diana,46,-,Seville,yes
Hank,25,2903.0,Seville,yes
Bob,38,2705.0,Zaragoza,unknown
Frank,45,1870.0,Madrid,unknown
Charlie,53,2697.0,Barcelona,no
Bob,24,2124.0,Zaragoza,unknown
Jack,60,1589.0,Madrid,yes
Bob,42,3094.0,Seville,yes
Alice,64,3154.0,Madrid,unknown
Grace,46,3259.0,Madrid,no
Ivy,47,2013.0,Seville,no
Bob,54,3443.0,Seville,yes
Hank,60,2105.0,Seville,yes
Frank,27,3023.0,Valencia,yes
Ivy,45,2091.0,Bilbao,unknown
Bob,21,2321.0,-,yes
Jack,43,563.0,Barcelona,no
Grace,60,2258.0,Barcelona,yes
Ivy,63,2573.0,Barcelona,no
Diana,34,2172.0,Bilbao,yes
Jack,unknown,3905.0,Barcelona,no
Grace,unknown,1570.0,Seville,no
Bob,unknown,2049.0,Valencia,yes
Jack,28,1776.0,Seville,yes
Hank,35,2049.0,Bilbao,yes
Diana,40,-,Valencia,no
Frank,45,3682.0,Valencia,no
Diana,66,1939.0,Barcelona,yes
Frank,47,1922.0,Valencia,no
Jack,39,1574.0,Barcelona,yes
Ivy,53,3545.0,Bilbao,no
Charlie,58,3397.0,Valencia,unknown
Jack,41,2415.0,Madrid,no
Eve,44,1383.0,Barcelona,yes
Hank,30,1455.0,Valencia,yes
Hank,63,2637.0,Zaragoza,unknown
Eve,63,2939.0,Barcelona,yes
Eve,28,847.0,Barcelona,no
Eve,37,2243.0,Valencia,unknown
Ivy,33,3795.0,-,no
Diana,66,2326.0,Bilbao,no
Charlie,23,3692.0,Madrid,no
Diana,30,3019.0,Seville,unknown
Bob,35,1633.0,Bilbao,yes
Diana,48,2266.0,Bilbao,unknown
Bob,32,2397.0,Valencia,yes
Alice,46,-,Bilbao,no
Hank,57,1724.0,Seville,unknown
Alice,61,3705.0,Barcelona,no
Frank,unknown,1718.0,Madrid,yes
Hank,26,3363.0,Valencia,yes
Hank,unknown,2151.0,Madrid,no
Eve,65,2479.0,Valencia,no
Bob,52,2949.0,Bilbao,yes
Jack,46,-,Bilbao,no
Ivy,59,2954.0,Madrid,unknown
Grace,49,863.0,Madrid,no
Alice,31,2852.0,Seville,no
Alice,45,525.0,Valencia,unknown
Diana,55,2319.0,Madrid,no
Bob,unknown,3183.0,Bilbao,yes
Ivy,50,2998.0,Barcelona,unknown
Charlie,44,1461.0,Madrid,no
Charlie,23,1564.0,Bilbao,unknown
Jack,33,1949.0,Seville,no
Ivy,42,2649.0,Valencia,no
Charlie,37,874.0,Seville,yes
Diana,34,2489.0,Zaragoza,yes
Frank,52,2749.0,Madrid,yes
Grace,40,2274.0,Seville,no
Jack,44,2920.0,Barcelona,no
Ivy,59,2679.0,Valencia,yes
Jack,24,2067.0,Valencia,yes
Alice,37,-,Valencia,no
Charlie,unknown,2607.0,Barcelona,yes
Frank,66,1738.0,Bilbao,yes
Alice,29,2037.0,Valencia,yes
Diana,unknown,-,Bilbao,no
Bob,29,3634.0,Barcelona,no
Jack,36,2470.0,Bilbao,no
Alice,50,2943.0,Seville,yes
Bob,61,1344.0,Valencia,yes
Bob,unknown,2696.0,Seville,no
Bob,30,2452.0,Bilbao,unknown
Frank,64,3483.0,Valencia,yes
Diana,36,2068.0,Valencia,no
Jack,30,2307.0,Seville,no
Charlie,57,3347.0,Seville,unknown
Frank,24,2426.0,Valencia,yes
Grace,63,1613.0,Bilbao,yes
Grace,63,4541.0,Valencia,yes
Hank,62,1637.0,Valencia,no
Charlie,unknown,2448.0,Seville,no
Frank,25,2777.0,-,no
Ivy,41,2714.0,Barcelona,yes
Ivy,36,2348.0,Barcelona,yes
Grace,67,2352.0,Madrid,no
Grace,51,2312.0,Seville,unknown
Ivy,67,-,Valencia,yes
Grace,57,-,Valencia,no
Jack,55,2324.0,Barcelona,no
Bob,25,2978.0,Bilbao,no
Diana,23,2232.0,Valencia,no
Bob,22,-,Seville,yes
Alice,49,2136.0,Madrid,no
Eve,30,1260.0,Madrid,no
Charlie,69,2372.0,Madrid,unknown
Eve,26,2174.0,Valencia,no
Eve,67,3437.0,Valencia,yes
Grace,53,1543.0,Barcelona,no
Jack,25,2038.0,Barcelona,no
Ivy,22,1781.0,Madrid,yes
Diana,39,3654.0,Barcelona,unknown
Diana,36,1804.0,Madrid,yes
Hank,35,2950.0,Madrid,unknown
Bob,46,3276.0,Madrid,yes
Frank,26,2383.0,Seville,yes
Eve,26,0,Zaragoza,no
Bob,54,1409.0,Seville,no
Grace,69,3188.0,Madrid,no
Diana,33,1492.0,-,no
Bob,66,2814.0,-,yes
Grace,37,2591.0,Valencia,unknown
Bob,36,2802.0,Madrid,no
Grace,24,2877.0,Bilbao,yes
Bob,41,1753.0,-,no
Eve,44,1720.0,Bilbao,yes
Ivy,53,3072.0,Seville,yes
Charlie,27,-,Seville,no
Hank,29,300.0,-,no
Hank,41,3019.0,Madrid,no
Jack,23,1671.0,Madrid,unknown
Bob,27,-,Bilbao,yes
Hank,51,3614.0,Madrid,unknown
Jack,67,2513.0,Valencia,yes
Hank,48,3297.0,Barcelona,yes
Bob,27,2623.0,Barcelona,yes
Ivy,69,3770.0,Madrid,yes
Bob,46,1650.0,Seville,yes
Frank,55,2493.0,Valencia,no
Eve,29,3039.0,Seville,no
Frank,48,2348.0,Barcelona,no
Frank,23,3422.0,Zaragoza,yes
Alice,51,-,Seville,no
Frank,30,4155.0,-,yes
Jack,65,4198.0,Barcelona,no
Eve,22,2726.0,Madrid,no
Charlie,52,2942.0,Bilbao,yes
Jack,26,3453.0,Bilbao,no
Alice,unknown,1550.0,Madrid,unknown
Eve,44,1450.0,Seville,yes
Frank,68,3505.0,Seville,no
Eve,52,2719.0,Madrid,unknown
Jack,38,2319.0,Seville,yes
Eve,24,2509.0,Barcelona,yes
Jack,49,591.0,Madrid,no
Alice,42,2348.0,Bilbao,no
Hank,22,1898.0,Valencia,yes
Frank,49,3234.0,Bilbao,no
Charlie,30,3296.0,Bilbao,yes
Charlie,31,2961.0,-,unknown
Hank,20,2816.0,Valencia,no
Grace,38,1302.0,Valencia,no
Grace,30,2973.0,Barcelona,unknown
Alice,23,3004.0,Seville,no
Frank,41,3496.0,Valencia,unknown
Jack,31,4195.0,Bilbao,yes
